RelationId,ClassId,TimeDays,TimeStart,TimeLength,TimeWeeks,TimePenalty
49,7,0000100,216,22,011110111111110,12
50,8,1000000,96,22,011111011111110,6
51,8,0100000,96,22,011111111111110,0
52,8,0010000,96,22,011111111111110,0
53,8,0001000,96,22,011111111111110,0
54,8,0000100,96,22,011110111111110,6
55,8,1000000,120,22,011111011111110,6
56,8,0100000,120,22,011111111111110,0
57,8,0010000,120,22,011111111111110,0
58,8,0001000,120,22,011111111111110,0
59,8,0000100,120,22,011110111111110,6
60,8,1000000,144,22,011111011111110,6
61,8,0100000,144,22,011111111111110,0
62,8,0010000,144,22,011111111111110,0
63,8,0000100,144,22,011110111111110,6
64,8,1000000,168,22,011111011111110,6
65,8,0010000,168,22,011111111111110,0
66,8,0001000,168,22,011111111111110,0
67,8,0000100,168,22,011110111111110,8
68,8,1000000,192,22,011111011111110,6
69,8,0100000,192,22,011111111111110,0
70,8,0010000,192,22,011111111111110,0
71,8,0001000,192,22,011111111111110,0
72,8,0000100,192,22,011110111111110,8
73,8,1000000,216,22,011111011111110,8
74,8,0100000,216,22,011111111111110,2
75,8,0010000,216,22,011111111111110,2
76,8,0001000,216,22,011111111111110,2
77,8,0000100,216,22,011110111111110,8
78,9,1000000,96,22,011111011111110,6
79,9,0100000,96,22,011111111111110,0
80,9,0010000,96,22,011111111111110,0
81,9,0001000,96,22,011111111111110,0
82,9,0000100,96,22,011110111111110,6
83,9,1000000,120,22,011111011111110,6
84,9,0100000,120,22,011111111111110,0
85,9,0010000,120,22,011111111111110,0
86,9,0001000,120,22,011111111111110,0
87,9,0000100,120,22,011110111111110,6
88,9,1000000,144,22,011111011111110,6
89,9,0100000,144,22,011111111111110,0
90,9,0010000,144,22,011111111111110,0
91,9,0000100,144,22,011110111111110,6
92,9,1000000,168,22,011111011111110,6
93,9,0010000,168,22,011111111111110,0
94,9,0001000,168,22,011111111111110,0
95,9,0000100,168,22,011110111111110,8
96,9,1000000,192,22,011111011111110,6
97,9,0100000,192,22,011111111111110,0
98,9,0010000,192,22,011111111111110,0
99,9,0001000,192,22,011111111111110,0
100,9,0000100,192,22,011110111111110,8
101,9,1000000,216,22,011111011111110,8
102,9,0100000,216,22,011111111111110,2
103,9,0010000,216,22,011111111111110,2
104,9,0001000,216,22,011111111111110,2
105,9,0000100,216,22,011110111111110,8
106,10,1000000,96,10,011111011111110,0
107,10,0100000,96,10,011111111111110,0
108,10,0010000,96,10,011111111111110,0
109,10,0001000,96,10,011111111111110,0
110,10,0000100,96,10,011110111111110,0
111,10,1000000,108,10,011111011111110,0
112,10,0100000,108,10,011111111111110,0
113,10,0010000,108,10,011111111111110,0
114,10,0001000,108,10,011111111111110,0
115,10,0000100,108,10,011110111111110,0
116,10,1000000,120,10,011111011111110,0
117,10,0100000,120,10,011111111111110,0
118,10,0010000,120,10,011111111111110,0
119,10,0001000,120,10,011111111111110,0
120,10,0000100,120,10,011110111111110,0
121,10,1000000,132,10,011111011111110,0
122,10,0100000,132,10,011111111111110,0
123,10,0010000,132,10,011111111111110,0
124,10,0001000,132,10,011111111111110,0
125,10,0000100,132,10,011110111111110,0
126,10,1000000,144,10,011111011111110,0
127,10,0100000,144,10,011111111111110,0
128,10,0010000,144,10,011111111111110,0
129,10,0001000,144,10,011111111111110,0
130,10,0000100,144,10,011110111111110,0
131,10,1000000,156,10,011111011111110,0
132,10,0100000,156,10,011111111111110,0
133,10,0010000,156,10,011111111111110,0
134,10,0001000,156,10,011111111111110,0
135,10,0000100,156,10,011110111111110,0
136,10,1000000,168,10,011111011111110,0
137,10,0010000,168,10,011111111111110,0
138,10,0001000,168,10,011111111111110,0
139,10,0000100,168,10,011110111111110,2
140,10,1000000,180,10,011111011111110,0
141,10,0010000,180,10,011111111111110,0
142,10,0001000,180,10,011111111111110,0
143,10,0000100,180,10,011110111111110,2
144,10,0100000,192,10,011111111111110,0
145,10,0001000,192,10,011111111111110,0
146,10,0000100,192,10,011110111111110,2
147,10,0100000,204,10,011111111111110,0
148,10,0001000,204,10,011111111111110,0
149,10,0000100,204,10,011110111111110,2
150,11,1000000,96,10,011111011111110,0
151,11,0100000,96,10,011111111111110,0
152,11,0010000,96,10,011111111111110,0
153,11,0001000,96,10,011111111111110,0
154,11,0000100,96,10,011110111111110,0
155,11,1000000,108,10,011111011111110,0
156,11,0100000,108,10,011111111111110,0
157,11,0010000,108,10,011111111111110,0
158,11,0001000,108,10,011111111111110,0
159,11,0000100,108,10,011110111111110,0
160,11,1000000,120,10,011111011111110,0
161,11,0100000,120,10,011111111111110,0
162,11,0010000,120,10,011111111111110,0
163,11,0001000,120,10,011111111111110,0
164,11,0000100,120,10,011110111111110,0
165,11,1000000,132,10,011111011111110,0
166,11,0100000,132,10,011111111111110,0
167,11,0010000,132,10,011111111111110,0
168,11,0001000,132,10,011111111111110,0
169,11,0000100,132,10,011110111111110,0
170,11,1000000,144,10,011111011111110,0
171,11,0100000,144,10,011111111111110,0
172,11,0010000,144,10,011111111111110,0
173,11,0001000,144,10,011111111111110,0
174,11,0000100,144,10,011110111111110,0
175,11,1000000,156,10,011111011111110,0
176,11,0100000,156,10,011111111111110,0
177,11,0010000,156,10,011111111111110,0
178,11,0001000,156,10,011111111111110,0
179,11,0000100,156,10,011110111111110,0
180,11,1000000,168,10,011111011111110,0
181,11,0010000,168,10,011111111111110,0
182,11,0001000,168,10,011111111111110,0
183,11,0000100,168,10,011110111111110,2
184,11,1000000,180,10,011111011111110,0
185,11,0010000,180,10,011111111111110,0
186,11,0001000,180,10,011111111111110,0
187,11,0000100,180,10,011110111111110,2
188,11,0100000,192,10,011111111111110,0
189,11,0001000,192,10,011111111111110,0
190,11,0000100,192,10,011110111111110,2
191,11,0100000,204,10,011111111111110,0
192,11,0001000,204,10,011111111111110,0
193,11,0000100,204,10,011110111111110,2
194,12,1000000,96,10,011111011111110,0
195,12,0100000,96,10,011111111111110,0
196,12,0010000,96,10,011111111111110,0
197,12,0001000,96,10,011111111111110,0
198,12,0000100,96,10,011110111111110,0
199,12,1000000,108,10,011111011111110,0
200,12,0100000,108,10,011111111111110,0
201,12,0010000,108,10,011111111111110,0
202,12,0001000,108,10,011111111111110,0
203,12,0000100,108,10,011110111111110,0
204,12,1000000,120,10,011111011111110,0
205,12,0100000,120,10,011111111111110,0
206,12,0010000,120,10,011111111111110,0
207,12,0001000,120,10,011111111111110,0
208,12,0000100,120,10,011110111111110,0
209,12,1000000,132,10,011111011111110,0
210,12,0100000,132,10,011111111111110,0
211,12,0010000,132,10,011111111111110,0
212,12,0001000,132,10,011111111111110,0
213,12,0000100,132,10,011110111111110,0
214,12,1000000,144,10,011111011111110,0
215,12,0100000,144,10,011111111111110,0
216,12,0010000,144,10,011111111111110,0
217,12,0001000,144,10,011111111111110,0
218,12,0000100,144,10,011110111111110,0
219,12,1000000,156,10,011111011111110,0
220,12,0100000,156,10,011111111111110,0
221,12,0010000,156,10,011111111111110,0
222,12,0001000,156,10,011111111111110,0
223,12,0000100,156,10,011110111111110,0
224,12,1000000,168,10,011111011111110,0
225,12,0010000,168,10,011111111111110,0
226,12,0001000,168,10,011111111111110,0
227,12,0000100,168,10,011110111111110,2
228,12,1000000,180,10,011111011111110,0
229,12,0010000,180,10,011111111111110,0
230,12,0001000,180,10,011111111111110,0
231,12,0000100,180,10,011110111111110,2
232,12,0100000,192,10,011111111111110,0
233,12,0001000,192,10,011111111111110,0
234,12,0000100,192,10,011110111111110,2
235,12,0100000,204,10,011111111111110,0
236,12,0001000,204,10,011111111111110,0
237,12,0000100,204,10,011110111111110,2
238,13,1000000,96,10,011111011111110,0
239,13,0100000,96,10,011111111111110,0
240,13,0010000,96,10,011111111111110,0
241,13,0001000,96,10,011111111111110,0
242,13,0000100,96,10,011110111111110,0
243,13,1000000,108,10,011111011111110,0
244,13,0100000,108,10,011111111111110,0
245,13,0010000,108,10,011111111111110,0
246,13,0001000,108,10,011111111111110,0
247,13,0000100,108,10,011110111111110,0
248,13,1000000,120,10,011111011111110,0
249,13,0100000,120,10,011111111111110,0
250,13,0010000,120,10,011111111111110,0
251,13,0001000,120,10,011111111111110,0
252,13,0000100,120,10,011110111111110,0
253,13,1000000,132,10,011111011111110,0
254,13,0100000,132,10,011111111111110,0
255,13,0010000,132,10,011111111111110,0
256,13,0001000,132,10,011111111111110,0
257,13,0000100,132,10,011110111111110,0
258,13,1000000,144,10,011111011111110,0
259,13,0100000,144,10,011111111111110,0
260,13,0010000,144,10,011111111111110,0
261,13,0001000,144,10,011111111111110,0
262,13,0000100,144,10,011110111111110,0
263,13,1000000,156,10,011111011111110,0
264,13,0100000,156,10,011111111111110,0
265,13,0010000,156,10,011111111111110,0
266,13,0001000,156,10,011111111111110,0
267,13,0000100,156,10,011110111111110,0
268,13,1000000,168,10,011111011111110,0
269,13,0010000,168,10,011111111111110,0
270,13,0001000,168,10,011111111111110,0
271,13,0000100,168,10,011110111111110,2
272,13,1000000,180,10,011111011111110,0
273,13,0010000,180,10,011111111111110,0
274,13,0001000,180,10,011111111111110,0
275,13,0000100,180,10,011110111111110,2
276,13,0100000,192,10,011111111111110,0
277,13,0001000,192,10,011111111111110,0
278,13,0000100,192,10,011110111111110,2
279,13,0100000,204,10,011111111111110,0
280,13,0001000,204,10,011111111111110,0
281,13,0000100,204,10,011110111111110,2
282,14,1000000,96,10,011111011111110,0
283,14,0100000,96,10,011111111111110,0
284,14,0010000,96,10,011111111111110,0
285,14,0001000,96,10,011111111111110,0
286,14,0000100,96,10,011110111111110,0
287,14,1000000,108,10,011111011111110,0
288,14,0100000,108,10,011111111111110,0
289,14,0010000,108,10,011111111111110,0
290,14,0001000,108,10,011111111111110,0
291,14,0000100,108,10,011110111111110,0
292,14,1000000,120,10,011111011111110,0
293,14,0100000,120,10,011111111111110,0
294,14,0010000,120,10,011111111111110,0
295,14,0001000,120,10,011111111111110,0
296,14,0000100,120,10,011110111111110,0
297,14,1000000,132,10,011111011111110,0
298,14,0100000,132,10,011111111111110,0
299,14,0010000,132,10,011111111111110,0
300,14,0001000,132,10,011111111111110,0
301,14,0000100,132,10,011110111111110,0
302,14,1000000,144,10,011111011111110,0
303,14,0100000,144,10,011111111111110,0
304,14,0010000,144,10,011111111111110,0
305,14,0001000,144,10,011111111111110,0
306,14,0000100,144,10,011110111111110,0
307,14,1000000,156,10,011111011111110,0
308,14,0100000,156,10,011111111111110,0
309,14,0010000,156,10,011111111111110,0
310,14,0001000,156,10,011111111111110,0
311,14,0000100,156,10,011110111111110,0
312,14,1000000,168,10,011111011111110,0
313,14,0010000,168,10,011111111111110,0
314,14,0001000,168,10,011111111111110,0
315,14,0000100,168,10,011110111111110,2
316,14,1000000,180,10,011111011111110,0
317,14,0010000,180,10,011111111111110,0
318,14,0001000,180,10,011111111111110,0
319,14,0000100,180,10,011110111111110,2
320,14,0100000,192,10,011111111111110,0
321,14,0001000,192,10,011111111111110,0
322,14,0000100,192,10,011110111111110,2
323,14,0100000,204,10,011111111111110,0
324,14,0001000,204,10,011111111111110,0
325,14,0000100,204,10,011110111111110,2
326,15,0000100,204,50,000000000000010,0
327,16,0010000,216,22,000000000000010,0
328,17,1000000,96,22,011111011111110,0
329,17,0100000,96,22,011111111111110,0
330,17,0010000,96,22,011111111111110,0
331,17,0001000,96,22,011111111111110,0
332,17,0000100,96,22,011110111111110,0
333,17,1000000,120,22,011111011111110,0
334,17,0100000,120,22,011111111111110,0
335,17,0010000,120,22,011111111111110,0
336,17,0001000,120,22,011111111111110,0
337,17,0000100,120,22,011110111111110,0
338,17,1000000,144,22,011111011111110,0
339,17,0100000,144,22,011111111111110,0
340,17,0010000,144,22,011111111111110,0
341,17,0001000,144,22,011111111111110,0
342,17,0000100,144,22,011110111111110,0
343,17,1000000,168,22,011111011111110,0
344,17,0100000,168,22,011111111111110,0
345,17,0010000,168,22,011111111111110,0
346,17,0001000,168,22,011111111111110,0
347,17,0000100,168,22,011110111111110,2
348,17,1000000,192,22,011111011111110,0
349,17,0100000,192,22,011111111111110,0
350,17,0010000,192,22,011111111111110,0
351,17,0001000,192,22,011111111111110,0
352,17,0000100,192,22,011110111111110,2
353,17,1000000,216,22,011111011111110,2
354,17,0100000,216,22,011111111111110,2
355,17,0010000,216,22,011111111111110,2
356,17,0001000,216,22,011111111111110,2
357,17,0000100,216,22,011110111111110,2
358,18,0010000,168,22,011111111111110,0
359,19,1000000,156,10,011111011111110,0
360,20,1000000,96,22,011111011111110,30
361,20,0100000,96,22,011111111111110,0
362,20,0010000,96,22,011111111111110,0
363,20,0001000,96,22,011111111111110,0
364,20,0000100,96,22,011110111111110,0
365,20,1000000,120,22,011111011111110,30
366,20,0100000,120,22,011111111111110,0
367,20,0010000,120,22,011111111111110,0
368,20,0001000,120,22,011111111111110,0
369,20,0000100,120,22,011110111111110,0
370,20,1000000,144,22,011111011111110,30
371,20,0100000,144,22,011111111111110,6
372,20,0010000,144,22,011111111111110,6
373,20,0001000,144,22,011111111111110,6
374,20,0000100,144,22,011110111111110,30
375,20,1000000,168,22,011111011111110,30
376,20,0010000,168,22,011111111111110,6
377,20,0000100,168,22,011110111111110,32
378,20,0100000,192,22,011111111111110,6
379,20,0000100,192,22,011110111111110,32
380,20,0100000,216,22,011111111111110,32
381,20,0000100,216,22,011110111111110,32
382,21,0010000,216,22,001000010001001,0
383,22,0010000,144,22,011111111111110,30
384,22,0001000,144,22,011111111111110,30
385,22,0010000,168,22,011111111111110,24
386,22,0001000,168,22,011111111111110,24
387,22,0010000,192,22,011111111111110,0
388,22,0001000,192,22,011111111111110,0
389,23,0100000,168,22,011111111111110,0
390,24,0001000,144,22,011111111111110,0
391,25,0000100,174,30,011110111111110,0
392,26,0000100,96,22,011110111111110,0
393,27,0100000,192,72,011111111111110,0
394,28,0001000,216,22,011111111110000,0
395,29,0010000,120,22,011111111111110,0
396,30,1000000,168,22,011111011111110,0
397,31,1000000,96,46,011111011111110,0
398,31,0000100,96,46,011110111111110,0
399,31,1000000,108,46,011111011111110,0
400,31,0000100,108,46,011110111111110,0
401,31,1000000,120,46,011111011111110,0
402,31,0000100,120,46,011110111111110,0
403,31,1000000,132,46,011111011111110,0
404,31,0000100,132,46,011110111111110,2
405,31,1000000,144,46,011111011111110,0
406,31,0000100,144,46,011110111111110,2
407,31,1000000,156,46,011111011111110,0
408,31,0000100,156,46,011110111111110,2
409,31,1000000,168,46,011111011111110,0
410,31,0000100,168,46,011110111111110,2
411,31,1000000,180,46,011111011111110,2
412,31,0000100,180,46,011110111111110,2
413,31,1000000,192,46,011111011111110,2
414,31,0000100,192,46,011110111111110,2
415,32,1000000,96,22,011111011111110,10
416,32,0100000,96,22,011111111111110,10
417,32,0010000,96,22,011111111111110,10
418,32,0001000,96,22,011111111111110,10
419,32,0000100,96,22,011110111111110,10
420,32,1000000,120,22,011111011111110,0
421,32,0100000,120,22,011111111111110,0
422,32,0010000,120,22,011111111111110,0
423,32,0001000,120,22,011111111111110,0
424,32,0000100,120,22,011110111111110,0
425,32,1000000,144,22,011111011111110,0
426,32,0100000,144,22,011111111111110,0
427,32,0010000,144,22,011111111111110,0
428,32,0001000,144,22,011111111111110,0
429,32,0000100,144,22,011110111111110,10
430,32,0010000,168,22,011111111111110,0
431,32,0001000,168,22,011111111111110,0
432,32,0000100,168,22,011110111111110,12
433,32,1000000,192,22,011111011111110,10
434,32,0100000,192,22,011111111111110,10
435,32,0010000,192,22,011111111111110,10
436,32,0001000,192,22,011111111111110,10
437,32,0000100,192,22,011110111111110,12
438,33,1000000,120,34,011111011111110,0
439,33,0100000,120,34,011111111111110,0
440,33,0001000,120,34,011111111111110,0
441,33,1000000,144,34,011111011111110,0
442,33,0100000,144,34,011111111111110,0
443,33,0001000,144,34,011111111111110,0
444,33,1000000,156,34,011111011111110,0
445,33,0100000,156,34,011111111111110,0
446,33,0001000,156,34,011111111111110,0
447,33,1000000,168,34,011111011111110,0
448,33,0100000,168,34,011111111111110,0
449,33,0001000,168,34,011111111111110,0
450,33,1000000,180,34,011111011111110,0
451,33,0100000,180,34,011111111111110,0
452,33,0001000,180,34,011111111111110,0
453,33,1000000,192,34,011111011111110,2
454,33,0100000,192,34,011111111111110,2
455,33,0001000,192,34,011111111111110,2
456,33,1000000,204,34,011111011111110,2
457,33,0100000,204,34,011111111111110,2
458,33,0001000,204,34,011111111111110,2
459,34,0010000,120,22,011111111111110,0
460,34,0001000,120,22,011111111111110,0
461,34,0000100,120,22,011110111111110,0
462,34,1000000,144,22,011111011111110,0
463,34,0010000,144,22,011111111111110,0
464,34,0001000,144,22,011111111111110,0
465,34,0000100,144,22,011110111111110,0
466,34,1000000,168,22,011111011111110,0
467,34,0100000,168,22,011111111111110,0
468,34,0010000,168,22,011111111111110,0
469,34,0001000,168,22,011111111111110,0
470,34,0000100,168,22,011110111111110,2
471,34,1000000,192,22,011111011111110,0
472,34,0100000,192,22,011111111111110,0
473,34,0010000,192,22,011111111111110,0
474,34,0001000,192,22,011111111111110,0
475,34,0000100,192,22,011110111111110,2
476,35,1000000,120,22,011111011111110,0
477,35,0100000,120,22,011111111111110,0
478,35,0001000,120,22,011111111111110,0
479,35,1000000,144,22,011111011111110,0
480,35,0100000,144,22,011111111111110,0
481,35,0001000,144,22,011111111111110,0
482,35,1000000,168,22,011111011111110,0
483,35,0100000,168,22,011111111111110,0
484,35,0001000,168,22,011111111111110,0
485,35,1000000,192,22,011111011111110,0
486,35,0100000,192,22,011111111111110,0
487,35,0001000,192,22,011111111111110,0
488,35,1000000,216,22,011111011111110,2
489,35,0100000,216,22,011111111111110,2
490,35,0001000,216,22,011111111111110,2
491,36,1000000,120,22,011111011111110,0
492,37,1000000,120,22,011111011111110,0
493,37,0100000,120,22,011111111111110,0
494,37,0010000,120,22,011111111111110,0
495,37,0001000,120,22,011111111111110,0
496,37,1000000,144,22,011111011111110,24
497,37,0100000,144,22,011111111111110,0
498,37,0010000,144,22,011111111111110,0
499,37,0001000,144,22,011111111111110,0
500,37,1000000,168,22,011111011111110,24
501,37,0100000,168,22,011111111111110,0
502,37,0010000,168,22,011111111111110,0
503,37,0001000,168,22,011111111111110,0
504,37,1000000,192,22,011111011111110,0
505,37,0100000,192,22,011111111111110,0
506,37,0010000,192,22,011111111111110,0
507,37,0001000,192,22,011111111111110,0
508,38,1000000,96,22,011111011111110,24
509,38,0100000,96,22,011111111111110,24
510,38,0010000,96,22,011111111111110,24
511,38,0001000,96,22,011111111111110,24
512,38,0100000,120,22,011111111111110,0
513,38,0010000,120,22,011111111111110,0
514,38,0001000,120,22,011111111111110,0
515,38,0010000,144,22,011111111111110,0
516,38,0001000,144,22,011111111111110,0
517,38,0010000,168,22,011111111111110,0
518,38,0001000,168,22,011111111111110,0
519,38,0010000,192,22,011111111111110,24
520,38,0001000,192,22,011111111111110,24
521,39,0010000,120,22,011111111111110,0
522,40,0001000,96,22,011111111111110,0
523,40,0000100,96,22,011110111111110,0
524,40,0001000,120,22,011111111111110,6
525,40,0000100,120,22,011110111111110,0
526,40,0001000,144,22,011111111111110,6
527,40,0000100,144,22,011110111111110,0
528,40,0001000,168,22,011111111111110,6
529,40,0000100,168,22,011110111111110,2
530,40,0001000,192,22,011111111111110,0
531,40,0000100,192,22,011110111111110,8
532,40,0001000,216,22,011111111111110,2
533,40,0000100,216,22,011110111111110,8
534,41,0100000,168,22,011111111111110,0
535,42,0001000,144,22,011111111111110,0
536,43,0000100,120,22,011110111111110,0
537,44,0100000,180,22,011111111111110,0
538,45,1000000,96,22,011111011111110,0
539,45,0100000,96,22,011111111111110,0
540,45,0010000,96,22,011111111111110,0
541,45,0001000,96,22,011111111111110,0
542,45,0000100,96,22,011110111111110,0
543,45,1000000,120,22,011111011111110,0
544,45,0100000,120,22,011111111111110,0
545,45,0010000,120,22,011111111111110,0
546,45,0001000,120,22,011111111111110,0
547,45,0000100,120,22,011110111111110,0
548,46,1000000,120,22,011111011111110,0
549,46,0100000,120,22,011111111111110,0
550,46,0010000,120,22,011111111111110,0
551,46,0001000,120,22,011111111111110,0
552,46,0000100,120,22,011110111111110,0
553,46,0010000,144,22,011111111111110,0
554,46,0001000,144,22,011111111111110,0
555,46,0000100,144,22,011110111111110,0
556,46,0010000,168,22,011111111111110,0
557,46,0001000,168,22,011111111111110,0
558,46,0000100,168,22,011110111111110,2
559,47,0100000,144,22,011111111111110,0
560,48,1000000,96,22,011111011111110,0
561,48,0100000,96,22,011111111111110,0
562,48,0010000,96,22,011111111111110,0
563,48,0001000,96,22,011111111111110,0
564,48,0000100,96,22,011110111111110,0
565,48,1000000,120,22,011111011111110,0
566,48,0100000,120,22,011111111111110,0
567,48,0010000,120,22,011111111111110,0
568,48,0001000,120,22,011111111111110,0
569,48,0000100,120,22,011110111111110,0
570,48,1000000,144,22,011111011111110,0
571,48,0100000,144,22,011111111111110,0
572,48,0010000,144,22,011111111111110,0
573,48,0001000,144,22,011111111111110,0
574,48,0000100,144,22,011110111111110,0
575,48,1000000,168,22,011111011111110,0
576,48,0100000,168,22,011111111111110,0
577,48,0010000,168,22,011111111111110,0
578,48,0001000,168,22,011111111111110,0
579,48,0000100,168,22,011110111111110,2
580,48,1000000,192,22,011111011111110,0
581,48,0100000,192,22,011111111111110,0
582,48,0010000,192,22,011111111111110,0
583,48,0001000,192,22,011111111111110,0
584,48,0000100,192,22,011110111111110,2
585,49,1000000,96,22,011111011111110,12
586,49,0100000,96,22,011111111111110,12
587,49,0010000,96,22,011111111111110,12
588,49,0001000,96,22,011111111111110,12
589,49,0000100,96,22,011110111111110,12
590,49,1000000,120,22,011111011111110,0
591,49,0100000,120,22,011111111111110,0
592,49,0010000,120,22,011111111111110,0
593,49,0001000,120,22,011111111111110,0
594,49,0000100,120,22,011110111111110,0
595,49,1000000,144,22,011111011111110,0
596,49,0100000,144,22,011111111111110,0
597,49,0010000,144,22,011111111111110,0
598,49,0001000,144,22,011111111111110,0
599,49,0000100,144,22,011110111111110,12
600,49,1000000,168,22,011111011111110,0
601,49,0100000,168,22,011111111111110,0
602,49,0010000,168,22,011111111111110,0
603,49,0001000,168,22,011111111111110,0
604,49,0000100,168,22,011110111111110,14
605,49,1000000,192,22,011111011111110,12
606,49,0100000,192,22,011111111111110,12
607,49,0010000,192,22,011111111111110,12
608,49,0001000,192,22,011111111111110,12
609,49,0000100,192,22,011110111111110,14
610,49,1000000,216,22,011111011111110,14
611,49,0100000,216,22,011111111111110,14
612,49,0010000,216,22,011111111111110,14
613,49,0001000,216,22,011111111111110,14
614,49,0000100,216,22,011110111111110,14
615,50,1000000,144,22,011111011111110,0
616,51,1000000,96,22,011111011111110,12
617,51,0100000,96,22,011111111111110,0
618,51,0010000,96,22,011111111111110,0
619,51,0001000,96,22,011111111111110,0
620,51,0000100,96,22,011110111111110,12
621,51,1000000,120,22,011111011111110,12
622,51,0100000,120,22,011111111111110,0
623,51,0010000,120,22,011111111111110,0
624,51,0001000,120,22,011111111111110,0
625,51,0000100,120,22,011110111111110,12
626,51,1000000,144,22,011111011111110,12
627,51,0100000,144,22,011111111111110,0
628,51,0010000,144,22,011111111111110,0
629,51,0001000,144,22,011111111111110,0
630,51,0000100,144,22,011110111111110,12
631,51,1000000,168,22,011111011111110,12
632,51,0100000,168,22,011111111111110,12
633,51,0010000,168,22,011111111111110,12
634,51,0001000,168,22,011111111111110,12
635,51,0000100,168,22,011110111111110,14
636,51,1000000,192,22,011111011111110,12
637,51,0100000,192,22,011111111111110,12
638,51,0010000,192,22,011111111111110,12
639,51,0001000,192,22,011111111111110,12
640,51,0000100,192,22,011110111111110,14
641,51,1000000,216,22,011111011111110,14
642,51,0100000,216,22,011111111111110,14
643,51,0010000,216,22,011111111111110,14
644,51,0001000,216,22,011111111111110,14
645,51,0000100,216,22,011110111111110,14
646,52,1000000,96,22,011111011111110,0
647,52,0100000,96,22,011111111111110,0
648,52,0010000,96,22,011111111111110,0
649,52,0001000,96,22,011111111111110,0
650,52,0000100,96,22,011110111111110,0
651,52,1000000,120,22,011111011111110,0
652,52,0100000,120,22,011111111111110,0
653,52,0010000,120,22,011111111111110,0
654,52,0001000,120,22,011111111111110,0
655,52,0000100,120,22,011110111111110,0
656,52,1000000,144,22,011111011111110,0
657,52,0100000,144,22,011111111111110,0
658,52,0010000,144,22,011111111111110,0
659,52,0001000,144,22,011111111111110,0
660,52,0000100,144,22,011110111111110,0
661,52,1000000,168,22,011111011111110,0
662,52,0100000,168,22,011111111111110,0
663,52,0010000,168,22,011111111111110,0
664,52,0001000,168,22,011111111111110,0
665,52,0000100,168,22,011110111111110,2
666,52,1000000,192,22,011111011111110,0
667,52,0100000,192,22,011111111111110,0
668,52,0010000,192,22,011111111111110,0
669,52,0001000,192,22,011111111111110,0
670,52,0000100,192,22,011110111111110,2
671,53,1000000,96,22,011111011111110,6
672,53,0100000,96,22,011111111111110,6
673,53,1000000,120,22,011111011111110,0
674,53,0100000,120,22,011111111111110,0
675,53,1000000,144,22,011111011111110,0
676,53,0100000,144,22,011111111111110,0
677,53,1000000,168,22,011111011111110,0
678,53,0100000,168,22,011111111111110,0
679,53,1000000,192,22,011111011111110,6
680,53,0100000,192,22,011111111111110,6
681,53,1000000,216,22,011111011111110,8
682,53,0100000,216,22,011111111111110,8
683,54,1000000,96,22,011111011111110,6
684,54,0100000,96,22,011111111111110,6
685,54,1000000,120,22,011111011111110,0
686,54,0100000,120,22,011111111111110,0
687,54,1000000,144,22,011111011111110,0
688,54,0100000,144,22,011111111111110,0
689,54,1000000,168,22,011111011111110,0
690,54,0100000,168,22,011111111111110,0
691,54,1000000,192,22,011111011111110,6
692,54,0100000,192,22,011111111111110,6
693,54,1000000,216,22,011111011111110,8
694,54,0100000,216,22,011111111111110,8
695,55,1000000,120,22,011111011111110,0
